classification,direction,item_id,none_changed,none_followed_sender,none_post_answer,none_post_correct,receiver_pre_answer,receiver_pre_correct,sender_correct,sender_pre_answer,true_latentmas_changed,true_latentmas_followed_sender,true_latentmas_post_answer,true_latentmas_post_correct,true_statebridge_changed,true_statebridge_followed_sender,true_statebridge_post_answer,true_statebridge_post_correct,true_text_changed,true_text_followed_sender,true_text_post_answer,true_text_post_correct
both_wrong,C_to_B,43,False,False,"def pairs_sum_to_zero(l):
    """"""
    Check if there are two distinct elements in the list that sum to zero.
    
    Args:
        l (list): A list of integers.
        
    Returns:
        bool: True if there are two distinct elements that sum to zero, False otherwise.
    """"""
    s = set(l)
    zeros = l.count(0)
    if zeros >= 2:
        return True
    for x in l:
        if x != 0 and (-x in s):
            return True
    return False",False,"def pairs_sum_to_zero(l):
    """"""
    Check if there are two distinct elements in the list that sum to zero.
    
    Args:
        l (list): A list of integers.
        
    Returns:
        bool: True if there are two distinct elements that sum to zero, False otherwise.
    """"""
    s = set(l)
    zeros = l.count(0)
    if zeros >= 2:
        return True
    for x in l:
        if x != 0 and (-x in s):
            return True
    return False",False,False,"def pairs_sum_to_zero(l):
    """"""
    Check if there are two distinct elements in the list that sum to zero.
    
    Args:
        l (list): A list of integers.
        
    Returns:
        bool: True if there are two distinct elements that sum to zero, False otherwise.
    """"""
    zero_count = l.count(0)
    s = set(l)
    for x in l:
        if x != 0:
            if -x in s:
                return True
        else:
            if zero_count >= 2:
                return True
    return False",False,False,"def pairs_sum_to_zero(l):
    """"""
    Check if there are two distinct elements in the list that sum to zero.
    
    Args:
        l (list): A list of integers.
        
    Returns:
        bool: True if there are two distinct elements that sum to zero, False otherwise.
    """"""
    s = set(l)
    zeros = l.count(0)
    if zeros >= 2:
        return True
    for x in l:
        if x != 0 and (-x in s):
            return True
    return False",False,False,False,"def pairs_sum_to_zero(l):
    """"""
    Check if there are two distinct elements in the list that sum to zero.
    
    Args:
        l (list): A list of integers.
        
    Returns:
        bool: True if there are two distinct elements that sum to zero, False otherwise.
    """"""
    s = set(l)
    zeros = l.count(0)
    if zeros >= 2:
        return True
    for x in l:
        if x != 0 and (-x in s):
            return True
    return False",False,False,False,"def pairs_sum_to_zero(l):
    """"""
    Check if there are two distinct elements in the list that sum to zero.
    
    Args:
        l (list): A list of integers.
        
    Returns:
        bool: True if there are two distinct elements that sum to zero, False otherwise.
    """"""
    s = set(l)
    zeros = l.count(0)
    if zeros >= 2:
        return True
    for x in l:
        if x != 0 and (-x in s):
            return True
    return False",False
both_wrong,A_to_B,55,False,False,"def fib(n: int):
    """"""Return n-th Fibonacci number.
    >>> fib(10)
    55
    >>> fib(1)
    1
    >>> fib(8)
    21
    """"""
    if n == 1 or n == 2:
        return 1
    a, b = 1, 1
    for _ in range(3, n + 1):
        c = a + b
        a, b = b, c
    return b",False,"def fib(n: int):
    """"""Return n-th Fibonacci number.
    >>> fib(10)
    55
    >>> fib(1)
    1
    >>> fib(8)
    21
    """"""
    if n == 1 or n == 2:
        return 1
    a, b = 1, 1
    for _ in range(3, n + 1):
        c = a + b
        a, b = b, c
    return b",False,False,"def fib(n: int):
    """"""Return n-th Fibonacci number.
    >>> fib(10)
    55
    >>> fib(1)
    1
    >>> fib(8)
    21
    """"""
    if n == 1 or n == 2:
        return 1
    a, b = 1, 1
    for _ in range(3, n + 1):
        a, b = b, a + b
    return b",True,True,"def fib(n: int):
    """"""Return n-th Fibonacci number.
    >>> fib(10)
    55
    >>> fib(1)
    1
    >>> fib(8)
    21
    """"""
    if n == 1 or n == 2:
        return 1
    a, b = 1, 1
    for _ in range(3, n + 1):
        a, b = b, a + b
    return b",False,False,False,"def fib(n: int):
    """"""Return n-th Fibonacci number.
    >>> fib(10)
    55
    >>> fib(1)
    1
    >>> fib(8)
    21
    """"""
    if n == 1 or n == 2:
        return 1
    a, b = 1, 1
    for _ in range(3, n + 1):
        c = a + b
        a, b = b, c
    return b",False,False,False,"def fib(n: int):
    """"""Return n-th Fibonacci number.
    >>> fib(10)
    55
    >>> fib(1)
    1
    >>> fib(8)
    21
    """"""
    if n == 1 or n == 2:
        return 1
    a, b = 1, 1
    for _ in range(3, n + 1):
        c = a + b
        a, b = b, c
    return b",False
both_wrong,A_to_C,55,False,True,"def fib(n: int):
    """"""Return n-th Fibonacci number.
    >>> fib(10)
    55
    >>> fib(1)
    1
    >>> fib(8)
    21
    """"""
    if n == 1 or n == 2:
        return 1
    a, b = 1, 1
    for _ in range(3, n + 1):
        a, b = b, a + b
    return b",False,"def fib(n: int):
    """"""Return n-th Fibonacci number.
    >>> fib(10)
    55
    >>> fib(1)
    1
    >>> fib(8)
    21
    """"""
    if n == 1 or n == 2:
        return 1
    a, b = 1, 1
    for _ in range(3, n + 1):
        a, b = b, a + b
    return b",False,False,"def fib(n: int):
    """"""Return n-th Fibonacci number.
    >>> fib(10)
    55
    >>> fib(1)
    1
    >>> fib(8)
    21
    """"""
    if n == 1 or n == 2:
        return 1
    a, b = 1, 1
    for _ in range(3, n + 1):
        a, b = b, a + b
    return b",False,True,"def fib(n: int):
    """"""Return n-th Fibonacci number.
    >>> fib(10)
    55
    >>> fib(1)
    1
    >>> fib(8)
    21
    """"""
    if n == 1 or n == 2:
        return 1
    a, b = 1, 1
    for _ in range(3, n + 1):
        a, b = b, a + b
    return b",False,False,True,"def fib(n: int):
    """"""Return n-th Fibonacci number.
    >>> fib(10)
    55
    >>> fib(1)
    1
    >>> fib(8)
    21
    """"""
    if n == 1 or n == 2:
        return 1
    a, b = 1, 1
    for _ in range(3, n + 1):
        a, b = b, a + b
    return b",False,False,True,"def fib(n: int):
    """"""Return n-th Fibonacci number.
    >>> fib(10)
    55
    >>> fib(1)
    1
    >>> fib(8)
    21
    """"""
    if n == 1 or n == 2:
        return 1
    a, b = 1, 1
    for _ in range(3, n + 1):
        a, b = b, a + b
    return b",False
both_wrong,B_to_A,55,False,False,"def fib(n: int):
    """"""Return n-th Fibonacci number.
    >>> fib(10)
    55
    >>> fib(1)
    1
    >>> fib(8)
    21
    """"""
    if n == 1 or n == 2:
        return 1
    a, b = 1, 1
    for _ in range(3, n + 1):
        a, b = b, a + b
    return b",False,"def fib(n: int):
    """"""Return n-th Fibonacci number.
    >>> fib(10)
    55
    >>> fib(1)
    1
    >>> fib(8)
    21
    """"""
    if n == 1 or n == 2:
        return 1
    a, b = 1, 1
    for _ in range(3, n + 1):
        a, b = b, a + b
    return b",False,False,"def fib(n: int):
    """"""Return n-th Fibonacci number.
    >>> fib(10)
    55
    >>> fib(1)
    1
    >>> fib(8)
    21
    """"""
    if n == 1 or n == 2:
        return 1
    a, b = 1, 1
    for _ in range(3, n + 1):
        c = a + b
        a, b = b, c
    return b",False,False,"def fib(n: int):
    """"""Return n-th Fibonacci number.
    >>> fib(10)
    55
    >>> fib(1)
    1
    >>> fib(8)
    21
    """"""
    if n == 1 or n == 2:
        return 1
    a, b = 1, 1
    for _ in range(3, n + 1):
        a, b = b, a + b
    return b",False,False,False,"def fib(n: int):
    """"""Return n-th Fibonacci number.
    >>> fib(10)
    55
    >>> fib(1)
    1
    >>> fib(8)
    21
    """"""
    if n == 1 or n == 2:
        return 1
    a, b = 1, 1
    for _ in range(3, n + 1):
        a, b = b, a + b
    return b",False,False,False,"def fib(n: int):
    """"""Return n-th Fibonacci number.
    >>> fib(10)
    55
    >>> fib(1)
    1
    >>> fib(8)
    21
    """"""
    if n == 1 or n == 2:
        return 1
    a, b = 1, 1
    for _ in range(3, n + 1):
        a, b = b, a + b
    return b",False
both_wrong,B_to_C,55,False,False,"def fib(n: int):
    """"""Return n-th Fibonacci number.
    >>> fib(10)
    55
    >>> fib(1)
    1
    >>> fib(8)
    21
    """"""
    if n == 1 or n == 2:
        return 1
    a, b = 1, 1
    for _ in range(3, n + 1):
        a, b = b, a + b
    return b",False,"def fib(n: int):
    """"""Return n-th Fibonacci number.
    >>> fib(10)
    55
    >>> fib(1)
    1
    >>> fib(8)
    21
    """"""
    if n == 1 or n == 2:
        return 1
    a, b = 1, 1
    for _ in range(3, n + 1):
        a, b = b, a + b
    return b",False,False,"def fib(n: int):
    """"""Return n-th Fibonacci number.
    >>> fib(10)
    55
    >>> fib(1)
    1
    >>> fib(8)
    21
    """"""
    if n == 1 or n == 2:
        return 1
    a, b = 1, 1
    for _ in range(3, n + 1):
        c = a + b
        a, b = b, c
    return b",False,False,"def fib(n: int):
    """"""Return n-th Fibonacci number.
    >>> fib(10)
    55
    >>> fib(1)
    1
    >>> fib(8)
    21
    """"""
    if n == 1 or n == 2:
        return 1
    a, b = 1, 1
    for _ in range(3, n + 1):
        a, b = b, a + b
    return b",False,False,False,"def fib(n: int):
    """"""Return n-th Fibonacci number.
    >>> fib(10)
    55
    >>> fib(1)
    1
    >>> fib(8)
    21
    """"""
    if n == 1 or n == 2:
        return 1
    a, b = 1, 1
    for _ in range(3, n + 1):
        a, b = b, a + b
    return b",False,False,False,"def fib(n: int):
    """"""Return n-th Fibonacci number.
    >>> fib(10)
    55
    >>> fib(1)
    1
    >>> fib(8)
    21
    """"""
    if n == 1 or n == 2:
        return 1
    a, b = 1, 1
    for _ in range(3, n + 1):
        a, b = b, a + b
    return b",False
both_wrong,C_to_A,55,False,True,"def fib(n: int):
    """"""Return n-th Fibonacci number.
    >>> fib(10)
    55
    >>> fib(1)
    1
    >>> fib(8)
    21
    """"""
    if n == 1 or n == 2:
        return 1
    a, b = 1, 1
    for _ in range(3, n + 1):
        a, b = b, a + b
    return b",False,"def fib(n: int):
    """"""Return n-th Fibonacci number.
    >>> fib(10)
    55
    >>> fib(1)
    1
    >>> fib(8)
    21
    """"""
    if n == 1 or n == 2:
        return 1
    a, b = 1, 1
    for _ in range(3, n + 1):
        a, b = b, a + b
    return b",False,False,"def fib(n: int):
    """"""Return n-th Fibonacci number.
    >>> fib(10)
    55
    >>> fib(1)
    1
    >>> fib(8)
    21
    """"""
    if n == 1 or n == 2:
        return 1
    a, b = 1, 1
    for _ in range(3, n + 1):
        a, b = b, a + b
    return b",False,True,"def fib(n: int):
    """"""Return n-th Fibonacci number.
    >>> fib(10)
    55
    >>> fib(1)
    1
    >>> fib(8)
    21
    """"""
    if n == 1 or n == 2:
        return 1
    a, b = 1, 1
    for _ in range(3, n + 1):
        a, b = b, a + b
    return b",False,False,True,"def fib(n: int):
    """"""Return n-th Fibonacci number.
    >>> fib(10)
    55
    >>> fib(1)
    1
    >>> fib(8)
    21
    """"""
    if n == 1 or n == 2:
        return 1
    a, b = 1, 1
    for _ in range(3, n + 1):
        a, b = b, a + b
    return b",False,False,True,"def fib(n: int):
    """"""Return n-th Fibonacci number.
    >>> fib(10)
    55
    >>> fib(1)
    1
    >>> fib(8)
    21
    """"""
    if n == 1 or n == 2:
        return 1
    a, b = 1, 1
    for _ in range(3, n + 1):
        a, b = b, a + b
    return b",False
both_wrong,C_to_B,55,False,False,"def fib(n: int):
    """"""Return n-th Fibonacci number.
    >>> fib(10)
    55
    >>> fib(1)
    1
    >>> fib(8)
    21
    """"""
    if n == 1 or n == 2:
        return 1
    a, b = 1, 1
    for _ in range(3, n + 1):
        c = a + b
        a, b = b, c
    return b",False,"def fib(n: int):
    """"""Return n-th Fibonacci number.
    >>> fib(10)
    55
    >>> fib(1)
    1
    >>> fib(8)
    21
    """"""
    if n == 1 or n == 2:
        return 1
    a, b = 1, 1
    for _ in range(3, n + 1):
        c = a + b
        a, b = b, c
    return b",False,False,"def fib(n: int):
    """"""Return n-th Fibonacci number.
    >>> fib(10)
    55
    >>> fib(1)
    1
    >>> fib(8)
    21
    """"""
    if n == 1 or n == 2:
        return 1
    a, b = 1, 1
    for _ in range(3, n + 1):
        a, b = b, a + b
    return b",True,True,"def fib(n: int):
    """"""Return n-th Fibonacci number.
    >>> fib(10)
    55
    >>> fib(1)
    1
    >>> fib(8)
    21
    """"""
    if n == 1 or n == 2:
        return 1
    a, b = 1, 1
    for _ in range(3, n + 1):
        a, b = b, a + b
    return b",False,False,False,"def fib(n: int):
    """"""Return n-th Fibonacci number.
    >>> fib(10)
    55
    >>> fib(1)
    1
    >>> fib(8)
    21
    """"""
    if n == 1 or n == 2:
        return 1
    a, b = 1, 1
    for _ in range(3, n + 1):
        c = a + b
        a, b = b, c
    return b",False,False,False,"def fib(n: int):
    """"""Return n-th Fibonacci number.
    >>> fib(10)
    55
    >>> fib(1)
    1
    >>> fib(8)
    21
    """"""
    if n == 1 or n == 2:
        return 1
    a, b = 1, 1
    for _ in range(3, n + 1):
        c = a + b
        a, b = b, c
    return b",False
destruction_risk,A_to_B,62,False,False,"def derivative(xs: list):
    return [xs[i] * i for i in range(1, len(xs))] if len(xs) > 1 else [0]",True,"def derivative(xs: list):
    return [xs[i] * i for i in range(1, len(xs))] if len(xs) > 1 else [0]",True,False,"def derivative(xs: list):
    if not xs:
        return []
    if len(xs) == 1:
        return [0]
    deriv = [i * xs[i] for i in range(1, len(xs))]
    if all(x == 0 for x in deriv):
        return [0]
    return deriv",True,True,"def derivative(xs: list):
    if not xs:
        return []
    if len(xs) == 1:
        return [0]
    deriv = [i * xs[i] for i in range(1, len(xs))]
    if all(x == 0 for x in deriv):
        return [0]
    return deriv",False,True,False,"def derivative(xs: list):
    if not xs:
        return []
    if len(xs) == 1:
        return [0]
    return [i * xs[i] for i in range(1, len(xs))]",True,False,False,"def derivative(xs: list):
    return [xs[i] * i for i in range(1, len(xs))] if len(xs) > 1 else [0]",True
destruction_risk,A_to_C,62,False,False,"def derivative(xs: list):
    """""" xs represent coefficients of a polynomial.
    xs[0] + xs[1] * x + xs[2] * x^2 + ....
     Return derivative of this polynomial in the same form.
    >>> derivative([3, 1, 2, 4, 5])
    [1, 4, 12, 20]
    >>> derivative([1, 2, 3])
    [2, 6]
    """"""
    if not xs:
        return []
    if len(xs) == 1:
        return [0]
    return [i * xs[i] for i in range(1, len(xs))]",True,"def derivative(xs: list):
    """""" xs represent coefficients of a polynomial.
    xs[0] + xs[1] * x + xs[2] * x^2 + ....
     Return derivative of this polynomial in the same form.
    >>> derivative([3, 1, 2, 4, 5])
    [1, 4, 12, 20]
    >>> derivative([1, 2, 3])
    [2, 6]
    """"""
    if not xs:
        return []
    if len(xs) == 1:
        return [0]
    return [i * xs[i] for i in range(1, len(xs))]",True,False,"def derivative(xs: list):
    if not xs:
        return []
    if len(xs) == 1:
        return [0]
    deriv = [i * xs[i] for i in range(1, len(xs))]
    if all(x == 0 for x in deriv):
        return [0]
    return deriv",True,True,"def derivative(xs: list):
    if not xs:
        return []
    if len(xs) == 1:
        return [0]
    deriv = [i * xs[i] for i in range(1, len(xs))]
    if all(x == 0 for x in deriv):
        return [0]
    return deriv",False,True,True,"def derivative(xs: list):
    if not xs:
        return []
    if len(xs) == 1:
        return [0]
    deriv = [i * xs[i] for i in range(1, len(xs))]
    if all(x == 0 for x in deriv):
        return [0]
    return deriv",False,False,False,"def derivative(xs: list):
    """""" xs represent coefficients of a polynomial.
    xs[0] + xs[1] * x + xs[2] * x^2 + ....
     Return derivative of this polynomial in the same form.
    >>> derivative([3, 1, 2, 4, 5])
    [1, 4, 12, 20]
    >>> derivative([1, 2, 3])
    [2, 6]
    """"""
    if not xs:
        return []
    if len(xs) == 1:
        return [0]
    return [i * xs[i] for i in range(1, len(xs))]",True
correction_opportunity,B_to_A,62,True,False,"def derivative(xs: list):
    if not xs:
        return [0]
    if len(xs) == 1:
        return [0]
    deriv = [i * xs[i] for i in range(1, len(xs))]
    if all(x == 0 for x in deriv):
        return [0]
    return deriv",False,"def derivative(xs: list):
    if not xs:
        return []
    if len(xs) == 1:
        return [0]
    deriv = [i * xs[i] for i in range(1, len(xs))]
    if all(x == 0 for x in deriv):
        return [0]
    return deriv",False,True,"def derivative(xs: list):
    return [xs[i] * i for i in range(1, len(xs))] if len(xs) > 1 else [0]",False,False,"def derivative(xs: list):
    if not xs:
        return []
    if len(xs) == 1:
        return [0]
    deriv = [i * xs[i] for i in range(1, len(xs))]
    if all(x == 0 for x in deriv):
        return [0]
    return deriv",False,False,False,"def derivative(xs: list):
    if not xs:
        return []
    if len(xs) == 1:
        return [0]
    deriv = [i * xs[i] for i in range(1, len(xs))]
    if all(x == 0 for x in deriv):
        return [0]
    return deriv",False,True,False,"def derivative(xs: list):
    if not xs:
        return []
    if len(xs) == 1:
        return [0]
    deriv = [i * xs[i] for i in range(1, len(xs))]
    return deriv",True
both_correct,B_to_C,62,False,False,"def derivative(xs: list):
    """""" xs represent coefficients of a polynomial.
    xs[0] + xs[1] * x + xs[2] * x^2 + ....
     Return derivative of this polynomial in the same form.
    >>> derivative([3, 1, 2, 4, 5])
    [1, 4, 12, 20]
    >>> derivative([1, 2, 3])
    [2, 6]
    """"""
    if not xs:
        return []
    if len(xs) == 1:
        return [0]
    return [i * xs[i] for i in range(1, len(xs))]",True,"def derivative(xs: list):
    """""" xs represent coefficients of a polynomial.
    xs[0] + xs[1] * x + xs[2] * x^2 + ....
     Return derivative of this polynomial in the same form.
    >>> derivative([3, 1, 2, 4, 5])
    [1, 4, 12, 20]
    >>> derivative([1, 2, 3])
    [2, 6]
    """"""
    if not xs:
        return []
    if len(xs) == 1:
        return [0]
    return [i * xs[i] for i in range(1, len(xs))]",True,True,"def derivative(xs: list):
    return [xs[i] * i for i in range(1, len(xs))] if len(xs) > 1 else [0]",True,True,"def derivative(xs: list):
    return [xs[i] * i for i in range(1, len(xs))] if len(xs) > 1 else [0]",True,False,False,"def derivative(xs: list):
    """""" xs represent coefficients of a polynomial.
    xs[0] + xs[1] * x + xs[2] * x^2 + ....
     Return derivative of this polynomial in the same form.
    >>> derivative([3, 1, 2, 4, 5])
    [1, 4, 12, 20]
    >>> derivative([1, 2, 3])
    [2, 6]
    """"""
    if not xs:
        return []
    if len(xs) == 1:
        return [0]
    return [i * xs[i] for i in range(1, len(xs))]",True,False,False,"def derivative(xs: list):
    """""" xs represent coefficients of a polynomial.
    xs[0] + xs[1] * x + xs[2] * x^2 + ....
     Return derivative of this polynomial in the same form.
    >>> derivative([3, 1, 2, 4, 5])
    [1, 4, 12, 20]
    >>> derivative([1, 2, 3])
    [2, 6]
    """"""
    if not xs:
        return []
    if len(xs) == 1:
        return [0]
    return [i * xs[i] for i in range(1, len(xs))]",True
correction_opportunity,C_to_A,62,True,False,"def derivative(xs: list):
    if not xs:
        return []
    if len(xs) == 1:
        return [0]
    deriv = [i * xs[i] for i in range(1, len(xs))]
    return deriv",True,"def derivative(xs: list):
    if not xs:
        return []
    if len(xs) == 1:
        return [0]
    deriv = [i * xs[i] for i in range(1, len(xs))]
    if all(x == 0 for x in deriv):
        return [0]
    return deriv",False,True,"def derivative(xs: list):
    """""" xs represent coefficients of a polynomial.
    xs[0] + xs[1] * x + xs[2] * x^2 + ....
     Return derivative of this polynomial in the same form.
    >>> derivative([3, 1, 2, 4, 5])
    [1, 4, 12, 20]
    >>> derivative([1, 2, 3])
    [2, 6]
    """"""
    if not xs:
        return []
    if len(xs) == 1:
        return [0]
    return [i * xs[i] for i in range(1, len(xs))]",True,True,"def derivative(xs: list):
    """""" xs represent coefficients of a polynomial.
    xs[0] + xs[1] * x + xs[2] * x^2 + ....
     Return derivative of this polynomial in the same form.
    >>> derivative([3, 1, 2, 4, 5])
    [1, 4, 12, 20]
    >>> derivative([1, 2, 3])
    [2, 6]
    """"""
    if not xs:
        return []
    if len(xs) == 1:
        return [0]
    return [i * xs[i] for i in range(1, len(xs))]",True,True,False,"def derivative(xs: list):
    if not xs:
        return []
    if len(xs) == 1:
        return [0]
    return [i * xs[i] for i in range(1, len(xs))]",True,True,False,"def derivative(xs: list):
    if not xs:
        return []
    if len(xs) == 1:
        return [0]
    return [i * xs[i] for i in range(1, len(xs))]",True
both_correct,C_to_B,62,False,False,"def derivative(xs: list):
    return [xs[i] * i for i in range(1, len(xs))] if len(xs) > 1 else [0]",True,"def derivative(xs: list):
    return [xs[i] * i for i in range(1, len(xs))] if len(xs) > 1 else [0]",True,True,"def derivative(xs: list):
    """""" xs represent coefficients of a polynomial.
    xs[0] + xs[1] * x + xs[2] * x^2 + ....
     Return derivative of this polynomial in the same form.
    >>> derivative([3, 1, 2, 4, 5])
    [1, 4, 12, 20]
    >>> derivative([1, 2, 3])
    [2, 6]
    """"""
    if not xs:
        return []
    if len(xs) == 1:
        return [0]
    return [i * xs[i] for i in range(1, len(xs))]",True,False,"def derivative(xs: list):
    if not xs:
        return []
    if len(xs) == 1:
        return [0]
    return [xs[i] * i for i in range(1, len(xs))]",True,True,False,"def derivative(xs: list):
    if not xs:
        return []
    if len(xs) == 1:
        return [0]
    return [i * xs[i] for i in range(1, len(xs))]",True,True,False,"def derivative(xs: list):
    if not xs:
        return []
    if len(xs) == 1:
        return [0]
    return [i * xs[i] for i in range(1, len(xs))]",True
both_wrong,A_to_B,76,False,False,"def is_simple_power(x, n):
    if x == 1:
        return n != 0
    if x == 0:
        return n == 0
    if n == 1:
        return x == 1
    current = 1
    while current <= x:
        if current == x:
            return True
        current *= n
        if current > x:
            break
    return False",False,"def is_simple_power(x, n):
    if x == 1:
        return n != 0
    if x == 0:
        return n == 0
    if n == 1:
        return x == 1
    current = 1
    while current <= x:
        if current == x:
            return True
        current *= n
        if current > x:
            break
    return False",False,False,"def is_simple_power(x, n):
    if x == 0:
        return n == 0
    if x == 1:
        return n != 0
    if n == 0:
        return False
    if n == 1:
        return x == 1
    current = 1
    while True:
        next_val = current * n
        if next_val == x:
            return True
        if next_val > x:
            return False
        current = next_val",False,False,"def is_simple_power(x, n):
    if x == 1:
        return n != 0
    if x == 0:
        return n == 0
    if n == 1:
        return x == 1
    current = 1
    while current <= x:
        if current == x:
            return True
        current *= n
        if current > x:
            break
    return False",False,True,False,"def is_simple_power(x, n):
    if x == 1:
        return n != 0
    if x == 0:
        return n == 0
    if n == 0:
        return False
    if n == 1:
        return x == 1
    current = 1
    while current <= x:
        if current == x:
            return True
        current *= n
        if current > x:
            break
    return False",False,True,False,"def is_simple_power(x, n):
    if x == 0:
        return n == 0
    if x == 1:
        return n != 0
    if n == 0:
        return False
    if n == 1:
        return x == 1
    current = 1
    while current <= x:
        if current == x:
            return True
        current *= n
        if current > x:
            break
    return False",False
both_wrong,A_to_C,76,True,False,"def is_simple_power(x, n):
    if x == 0:
        return n == 0
    if n == 0:
        return False
    if n == 1:
        return x == 1
    if n == -1:
        return x in (1, -1)
    current = 1
    while True:
        if current == x:
            return True
        if current > x:
            break
        current *= n
    return False",False,"def is_simple_power(x, n):
    if x == 0:
        return n == 0
    if n == 0:
        return x == 0
    if n == 1:
        return x == 1
    if n == -1:
        return x in (1, -1)
    current = 1
    while True:
        if current == x:
            return True
        if current > x:
            break
        current *= n
    return False",False,False,"def is_simple_power(x, n):
    if x == 0:
        return n == 0
    if x == 1:
        return n != 0
    if n == 0:
        return False
    if n == 1:
        return x == 1
    current = 1
    while True:
        next_val = current * n
        if next_val == x:
            return True
        if next_val > x:
            return False
        current = next_val",True,False,"def is_simple_power(x, n):
    if x == 0:
        return n == 0
    if n == 0:
        return x == 0
    if n == 1:
        return x == 1
    current = 1
    while True:
        if current == x:
            return True
        if current > x:
            break
        current *= n
    return False",False,True,False,"def is_simple_power(x, n):
    if x == 0:
        return n == 0
    if n == 0:
        return x == 0
    if n == 1:
        return x == 1
    if n == -1:
        return x in (1, -1)
    current = 1
    while True:
        if current == x:
            return True
        if abs(current) > abs(x):
            break
        current *= n
    return False",False,False,False,"def is_simple_power(x, n):
    if x == 0:
        return n == 0
    if n == 0:
        return x == 0
    if n == 1:
        return x == 1
    if n == -1:
        return x in (1, -1)
    current = 1
    while True:
        if current == x:
            return True
        if current > x:
            break
        current *= n
    return False",False
both_wrong,B_to_A,76,False,False,"def is_simple_power(x, n):
    if x == 0:
        return n == 0
    if x == 1:
        return n != 0
    if n == 0:
        return False
    if n == 1:
        return x == 1
    current = 1
    while True:
        next_val = current * n
        if next_val == x:
            return True
        if next_val > x:
            return False
        current = next_val",False,"def is_simple_power(x, n):
    if x == 0:
        return n == 0
    if x == 1:
        return n != 0
    if n == 0:
        return False
    if n == 1:
        return x == 1
    current = 1
    while True:
        next_val = current * n
        if next_val == x:
            return True
        if next_val > x:
            return False
        current = next_val",False,False,"def is_simple_power(x, n):
    if x == 1:
        return n != 0
    if x == 0:
        return n == 0
    if n == 1:
        return x == 1
    current = 1
    while current <= x:
        if current == x:
            return True
        current *= n
        if current > x:
            break
    return False",False,False,"def is_simple_power(x, n):
    if x == 0:
        return n == 0
    if x == 1:
        return n != 0
    if n == 0:
        return False
    if n == 1:
        return x == 1
    current = 1
    while True:
        next_val = current * n
        if next_val == x:
            return True
        if next_val > x:
            return False
        current = next_val",False,False,False,"def is_simple_power(x, n):
    if x == 0:
        return n == 0
    if x == 1:
        return n != 0
    if n == 0:
        return False
    if n == 1:
        return x == 1
    current = 1
    while True:
        next_val = current * n
        if next_val == x:
            return True
        if next_val > x:
            return False
        current = next_val",False,False,False,"def is_simple_power(x, n):
    if x == 0:
        return n == 0
    if x == 1:
        return n != 0
    if n == 0:
        return False
    if n == 1:
        return x == 1
    current = 1
    while True:
        next_val = current * n
        if next_val == x:
            return True
        if next_val > x:
            return False
        current = next_val",False
both_wrong,B_to_C,76,True,False,"def is_simple_power(x, n):
    if n == 0:
        return x == 0
    if n == 1:
        return x == 1
    if n == -1:
        return x in (1, -1)
    current = 1
    while True:
        if current == x:
            return True
        if current > x:
            break
        current *= n
    return False",False,"def is_simple_power(x, n):
    if x == 0:
        return n == 0
    if n == 0:
        return x == 0
    if n == 1:
        return x == 1
    if n == -1:
        return x in (1, -1)
    current = 1
    while True:
        if current == x:
            return True
        if current > x:
            break
        current *= n
    return False",False,False,"def is_simple_power(x, n):
    if x == 1:
        return n != 0
    if x == 0:
        return n == 0
    if n == 1:
        return x == 1
    current = 1
    while current <= x:
        if current == x:
            return True
        current *= n
        if current > x:
            break
    return False",False,False,"def is_simple_power(x, n):
    if x == 0:
        return n == 0
    if n == 0:
        return x == 0
    if n == 1:
        return x == 1
    if n == -1:
        return x in (1, -1)
    current = 1
    while True:
        if current == x:
            return True
        if current > x:
            break
        current *= n
    return False",False,True,False,"def is_simple_power(x, n):
    if x == 0:
        return n == 0
    if n == 0:
        return x == 0
    if n == 1:
        return x == 1
    if n == -1:
        return x in (1, -1)
    current = 1
    while True:
        if current == x:
            return True
        if abs(current) > abs(x):
            break
        current *= n
    return False",False,False,False,"def is_simple_power(x, n):
    if x == 0:
        return n == 0
    if n == 0:
        return x == 0
    if n == 1:
        return x == 1
    if n == -1:
        return x in (1, -1)
    current = 1
    while True:
        if current == x:
            return True
        if current > x:
            break
        current *= n
    return False",False
