dataset,condition,item_id,sender_agent_id,receiver_agent_id,message_source,modality,characters,tokens,payload_bytes,candidate_pool,token_budget,selection_status,missing_sender_answer,truncated_message
MedQA,No Message,84,B,A,sender None on item None,none,MISSING,MISSING,0,NOT_APPLICABLE,NOT_APPLICABLE,no_selection_step,false,false
MedQA,No Message,84,B,C,sender None on item None,none,MISSING,MISSING,0,NOT_APPLICABLE,NOT_APPLICABLE,no_selection_step,false,false
MedQA,No Message,84,C,B,sender None on item None,none,MISSING,MISSING,0,NOT_APPLICABLE,NOT_APPLICABLE,no_selection_step,false,false
MedQA,No Message,89,A,B,sender None on item None,none,MISSING,MISSING,0,NOT_APPLICABLE,NOT_APPLICABLE,no_selection_step,false,false
MedQA,No Message,89,A,C,sender None on item None,none,MISSING,MISSING,0,NOT_APPLICABLE,NOT_APPLICABLE,no_selection_step,false,false
MedQA,No Message,89,B,A,sender None on item None,none,MISSING,MISSING,0,NOT_APPLICABLE,NOT_APPLICABLE,no_selection_step,false,false
MedQA,No Message,89,C,A,sender None on item None,none,MISSING,MISSING,0,NOT_APPLICABLE,NOT_APPLICABLE,no_selection_step,false,false
MedQA,No Message,92,A,B,sender None on item None,none,MISSING,MISSING,0,NOT_APPLICABLE,NOT_APPLICABLE,no_selection_step,false,false
MedQA,No Message,92,A,C,sender None on item None,none,MISSING,MISSING,0,NOT_APPLICABLE,NOT_APPLICABLE,no_selection_step,false,false
MedQA,No Message,92,B,A,sender None on item None,none,MISSING,MISSING,0,NOT_APPLICABLE,NOT_APPLICABLE,no_selection_step,false,false
MedQA,No Message,92,C,A,sender None on item None,none,MISSING,MISSING,0,NOT_APPLICABLE,NOT_APPLICABLE,no_selection_step,false,false
MedQA,No Message,94,A,B,sender None on item None,none,MISSING,MISSING,0,NOT_APPLICABLE,NOT_APPLICABLE,no_selection_step,false,false
MedQA,No Message,94,A,C,sender None on item None,none,MISSING,MISSING,0,NOT_APPLICABLE,NOT_APPLICABLE,no_selection_step,false,false
MedQA,No Message,94,B,A,sender None on item None,none,MISSING,MISSING,0,NOT_APPLICABLE,NOT_APPLICABLE,no_selection_step,false,false
MedQA,No Message,94,C,A,sender None on item None,none,MISSING,MISSING,0,NOT_APPLICABLE,NOT_APPLICABLE,no_selection_step,false,false
MedQA,No Message,97,A,B,sender None on item None,none,MISSING,MISSING,0,NOT_APPLICABLE,NOT_APPLICABLE,no_selection_step,false,false
MedQA,No Message,97,A,C,sender None on item None,none,MISSING,MISSING,0,NOT_APPLICABLE,NOT_APPLICABLE,no_selection_step,false,false
MedQA,No Message,97,B,A,sender None on item None,none,MISSING,MISSING,0,NOT_APPLICABLE,NOT_APPLICABLE,no_selection_step,false,false
MedQA,No Message,97,C,A,sender None on item None,none,MISSING,MISSING,0,NOT_APPLICABLE,NOT_APPLICABLE,no_selection_step,false,false
MedQA,No Message,102,A,C,sender None on item None,none,MISSING,MISSING,0,NOT_APPLICABLE,NOT_APPLICABLE,no_selection_step,false,false
MedQA,No Message,102,B,C,sender None on item None,none,MISSING,MISSING,0,NOT_APPLICABLE,NOT_APPLICABLE,no_selection_step,false,false
MedQA,No Message,102,C,A,sender None on item None,none,MISSING,MISSING,0,NOT_APPLICABLE,NOT_APPLICABLE,no_selection_step,false,false
MedQA,No Message,102,C,B,sender None on item None,none,MISSING,MISSING,0,NOT_APPLICABLE,NOT_APPLICABLE,no_selection_step,false,false
MedQA,No Message,103,A,B,sender None on item None,none,MISSING,MISSING,0,NOT_APPLICABLE,NOT_APPLICABLE,no_selection_step,false,false
MedQA,No Message,103,A,C,sender None on item None,none,MISSING,MISSING,0,NOT_APPLICABLE,NOT_APPLICABLE,no_selection_step,false,false
MedQA,No Message,103,B,A,sender None on item None,none,MISSING,MISSING,0,NOT_APPLICABLE,NOT_APPLICABLE,no_selection_step,false,false
MedQA,No Message,103,C,A,sender None on item None,none,MISSING,MISSING,0,NOT_APPLICABLE,NOT_APPLICABLE,no_selection_step,false,false
MedQA,No Message,106,A,C,sender None on item None,none,MISSING,MISSING,0,NOT_APPLICABLE,NOT_APPLICABLE,no_selection_step,false,false
MedQA,No Message,106,B,C,sender None on item None,none,MISSING,MISSING,0,NOT_APPLICABLE,NOT_APPLICABLE,no_selection_step,false,false
MedQA,No Message,106,C,A,sender None on item None,none,MISSING,MISSING,0,NOT_APPLICABLE,NOT_APPLICABLE,no_selection_step,false,false
MedQA,No Message,106,C,B,sender None on item None,none,MISSING,MISSING,0,NOT_APPLICABLE,NOT_APPLICABLE,no_selection_step,false,false
MedQA,No Message,110,A,B,sender None on item None,none,MISSING,MISSING,0,NOT_APPLICABLE,NOT_APPLICABLE,no_selection_step,false,false
MedQA,No Message,110,B,A,sender None on item None,none,MISSING,MISSING,0,NOT_APPLICABLE,NOT_APPLICABLE,no_selection_step,false,false
MedQA,No Message,110,B,C,sender None on item None,none,MISSING,MISSING,0,NOT_APPLICABLE,NOT_APPLICABLE,no_selection_step,false,false
MedQA,No Message,110,C,B,sender None on item None,none,MISSING,MISSING,0,NOT_APPLICABLE,NOT_APPLICABLE,no_selection_step,false,false
MedQA,No Message,113,A,B,sender None on item None,none,MISSING,MISSING,0,NOT_APPLICABLE,NOT_APPLICABLE,no_selection_step,false,false
MedQA,No Message,113,B,A,sender None on item None,none,MISSING,MISSING,0,NOT_APPLICABLE,NOT_APPLICABLE,no_selection_step,false,false
MedQA,No Message,113,B,C,sender None on item None,none,MISSING,MISSING,0,NOT_APPLICABLE,NOT_APPLICABLE,no_selection_step,false,false
MedQA,No Message,113,C,B,sender None on item None,none,MISSING,MISSING,0,NOT_APPLICABLE,NOT_APPLICABLE,no_selection_step,false,false
MedQA,No Message,119,A,C,sender None on item None,none,MISSING,MISSING,0,NOT_APPLICABLE,NOT_APPLICABLE,no_selection_step,false,false
MedQA,No Message,119,B,C,sender None on item None,none,MISSING,MISSING,0,NOT_APPLICABLE,NOT_APPLICABLE,no_selection_step,false,false
MedQA,No Message,119,C,A,sender None on item None,none,MISSING,MISSING,0,NOT_APPLICABLE,NOT_APPLICABLE,no_selection_step,false,false
MedQA,No Message,119,C,B,sender None on item None,none,MISSING,MISSING,0,NOT_APPLICABLE,NOT_APPLICABLE,no_selection_step,false,false
MedQA,No Message,121,A,B,sender None on item None,none,MISSING,MISSING,0,NOT_APPLICABLE,NOT_APPLICABLE,no_selection_step,false,false
MedQA,No Message,121,B,A,sender None on item None,none,MISSING,MISSING,0,NOT_APPLICABLE,NOT_APPLICABLE,no_selection_step,false,false
MedQA,No Message,121,B,C,sender None on item None,none,MISSING,MISSING,0,NOT_APPLICABLE,NOT_APPLICABLE,no_selection_step,false,false
MedQA,No Message,121,C,B,sender None on item None,none,MISSING,MISSING,0,NOT_APPLICABLE,NOT_APPLICABLE,no_selection_step,false,false
MedQA,No Message,122,A,B,sender None on item None,none,MISSING,MISSING,0,NOT_APPLICABLE,NOT_APPLICABLE,no_selection_step,false,false
MedQA,No Message,122,B,A,sender None on item None,none,MISSING,MISSING,0,NOT_APPLICABLE,NOT_APPLICABLE,no_selection_step,false,false
MedQA,No Message,122,B,C,sender None on item None,none,MISSING,MISSING,0,NOT_APPLICABLE,NOT_APPLICABLE,no_selection_step,false,false
MedQA,No Message,122,C,B,sender None on item None,none,MISSING,MISSING,0,NOT_APPLICABLE,NOT_APPLICABLE,no_selection_step,false,false
MedQA,No Message,127,A,B,sender None on item None,none,MISSING,MISSING,0,NOT_APPLICABLE,NOT_APPLICABLE,no_selection_step,false,false
MedQA,No Message,127,A,C,sender None on item None,none,MISSING,MISSING,0,NOT_APPLICABLE,NOT_APPLICABLE,no_selection_step,false,false
MedQA,No Message,127,B,A,sender None on item None,none,MISSING,MISSING,0,NOT_APPLICABLE,NOT_APPLICABLE,no_selection_step,false,false
MedQA,No Message,127,C,A,sender None on item None,none,MISSING,MISSING,0,NOT_APPLICABLE,NOT_APPLICABLE,no_selection_step,false,false
MedQA,No Message,131,A,B,sender None on item None,none,MISSING,MISSING,0,NOT_APPLICABLE,NOT_APPLICABLE,no_selection_step,false,false
MedQA,No Message,131,B,A,sender None on item None,none,MISSING,MISSING,0,NOT_APPLICABLE,NOT_APPLICABLE,no_selection_step,false,false
MedQA,No Message,131,B,C,sender None on item None,none,MISSING,MISSING,0,NOT_APPLICABLE,NOT_APPLICABLE,no_selection_step,false,false
MedQA,No Message,131,C,B,sender None on item None,none,MISSING,MISSING,0,NOT_APPLICABLE,NOT_APPLICABLE,no_selection_step,false,false
MedQA,No Message,136,A,B,sender None on item None,none,MISSING,MISSING,0,NOT_APPLICABLE,NOT_APPLICABLE,no_selection_step,false,false
MedQA,No Message,136,A,C,sender None on item None,none,MISSING,MISSING,0,NOT_APPLICABLE,NOT_APPLICABLE,no_selection_step,false,false
MedQA,No Message,136,B,A,sender None on item None,none,MISSING,MISSING,0,NOT_APPLICABLE,NOT_APPLICABLE,no_selection_step,false,false
MedQA,No Message,136,C,A,sender None on item None,none,MISSING,MISSING,0,NOT_APPLICABLE,NOT_APPLICABLE,no_selection_step,false,false
MedQA,No Message,137,A,B,sender None on item None,none,MISSING,MISSING,0,NOT_APPLICABLE,NOT_APPLICABLE,no_selection_step,false,false
MedQA,No Message,137,B,A,sender None on item None,none,MISSING,MISSING,0,NOT_APPLICABLE,NOT_APPLICABLE,no_selection_step,false,false
MedQA,No Message,137,B,C,sender None on item None,none,MISSING,MISSING,0,NOT_APPLICABLE,NOT_APPLICABLE,no_selection_step,false,false
MedQA,No Message,137,C,B,sender None on item None,none,MISSING,MISSING,0,NOT_APPLICABLE,NOT_APPLICABLE,no_selection_step,false,false
MedQA,No Message,142,A,B,sender None on item None,none,MISSING,MISSING,0,NOT_APPLICABLE,NOT_APPLICABLE,no_selection_step,false,false
MedQA,No Message,142,A,C,sender None on item None,none,MISSING,MISSING,0,NOT_APPLICABLE,NOT_APPLICABLE,no_selection_step,false,false
MedQA,No Message,142,B,A,sender None on item None,none,MISSING,MISSING,0,NOT_APPLICABLE,NOT_APPLICABLE,no_selection_step,false,false
MedQA,No Message,142,C,A,sender None on item None,none,MISSING,MISSING,0,NOT_APPLICABLE,NOT_APPLICABLE,no_selection_step,false,false
MedQA,No Message,144,A,C,sender None on item None,none,MISSING,MISSING,0,NOT_APPLICABLE,NOT_APPLICABLE,no_selection_step,false,false
MedQA,No Message,144,B,C,sender None on item None,none,MISSING,MISSING,0,NOT_APPLICABLE,NOT_APPLICABLE,no_selection_step,false,false
MedQA,No Message,144,C,A,sender None on item None,none,MISSING,MISSING,0,NOT_APPLICABLE,NOT_APPLICABLE,no_selection_step,false,false
MedQA,No Message,144,C,B,sender None on item None,none,MISSING,MISSING,0,NOT_APPLICABLE,NOT_APPLICABLE,no_selection_step,false,false
MedQA,No Message,145,A,B,sender None on item None,none,MISSING,MISSING,0,NOT_APPLICABLE,NOT_APPLICABLE,no_selection_step,false,false
MedQA,No Message,145,B,A,sender None on item None,none,MISSING,MISSING,0,NOT_APPLICABLE,NOT_APPLICABLE,no_selection_step,false,false
MedQA,No Message,145,B,C,sender None on item None,none,MISSING,MISSING,0,NOT_APPLICABLE,NOT_APPLICABLE,no_selection_step,false,false
MedQA,No Message,145,C,B,sender None on item None,none,MISSING,MISSING,0,NOT_APPLICABLE,NOT_APPLICABLE,no_selection_step,false,false
MedQA,No Message,161,A,B,sender None on item None,none,MISSING,MISSING,0,NOT_APPLICABLE,NOT_APPLICABLE,no_selection_step,false,false
MedQA,No Message,161,A,C,sender None on item None,none,MISSING,MISSING,0,NOT_APPLICABLE,NOT_APPLICABLE,no_selection_step,false,false
MedQA,No Message,161,B,A,sender None on item None,none,MISSING,MISSING,0,NOT_APPLICABLE,NOT_APPLICABLE,no_selection_step,false,false
MedQA,No Message,161,C,A,sender None on item None,none,MISSING,MISSING,0,NOT_APPLICABLE,NOT_APPLICABLE,no_selection_step,false,false
MedQA,No Message,162,A,B,sender None on item None,none,MISSING,MISSING,0,NOT_APPLICABLE,NOT_APPLICABLE,no_selection_step,false,false
MedQA,No Message,162,A,C,sender None on item None,none,MISSING,MISSING,0,NOT_APPLICABLE,NOT_APPLICABLE,no_selection_step,false,false
MedQA,No Message,162,B,A,sender None on item None,none,MISSING,MISSING,0,NOT_APPLICABLE,NOT_APPLICABLE,no_selection_step,false,false
MedQA,No Message,162,C,A,sender None on item None,none,MISSING,MISSING,0,NOT_APPLICABLE,NOT_APPLICABLE,no_selection_step,false,false
MedQA,No Message,168,A,B,sender None on item None,none,MISSING,MISSING,0,NOT_APPLICABLE,NOT_APPLICABLE,no_selection_step,false,false
MedQA,No Message,168,A,C,sender None on item None,none,MISSING,MISSING,0,NOT_APPLICABLE,NOT_APPLICABLE,no_selection_step,false,false
MedQA,No Message,168,B,A,sender None on item None,none,MISSING,MISSING,0,NOT_APPLICABLE,NOT_APPLICABLE,no_selection_step,false,false
MedQA,No Message,168,C,A,sender None on item None,none,MISSING,MISSING,0,NOT_APPLICABLE,NOT_APPLICABLE,no_selection_step,false,false
MedQA,No Message,175,A,C,sender None on item None,none,MISSING,MISSING,0,NOT_APPLICABLE,NOT_APPLICABLE,no_selection_step,false,false
MedQA,No Message,175,B,C,sender None on item None,none,MISSING,MISSING,0,NOT_APPLICABLE,NOT_APPLICABLE,no_selection_step,false,false
MedQA,No Message,175,C,A,sender None on item None,none,MISSING,MISSING,0,NOT_APPLICABLE,NOT_APPLICABLE,no_selection_step,false,false
MedQA,No Message,175,C,B,sender None on item None,none,MISSING,MISSING,0,NOT_APPLICABLE,NOT_APPLICABLE,no_selection_step,false,false
MedQA,No Message,177,A,B,sender None on item None,none,MISSING,MISSING,0,NOT_APPLICABLE,NOT_APPLICABLE,no_selection_step,false,false
MedQA,No Message,177,A,C,sender None on item None,none,MISSING,MISSING,0,NOT_APPLICABLE,NOT_APPLICABLE,no_selection_step,false,false
MedQA,No Message,177,B,A,sender None on item None,none,MISSING,MISSING,0,NOT_APPLICABLE,NOT_APPLICABLE,no_selection_step,false,false
MedQA,No Message,177,C,A,sender None on item None,none,MISSING,MISSING,0,NOT_APPLICABLE,NOT_APPLICABLE,no_selection_step,false,false
MedQA,No Message,179,A,C,sender None on item None,none,MISSING,MISSING,0,NOT_APPLICABLE,NOT_APPLICABLE,no_selection_step,false,false
MedQA,No Message,179,B,C,sender None on item None,none,MISSING,MISSING,0,NOT_APPLICABLE,NOT_APPLICABLE,no_selection_step,false,false
MedQA,No Message,179,C,A,sender None on item None,none,MISSING,MISSING,0,NOT_APPLICABLE,NOT_APPLICABLE,no_selection_step,false,false
MedQA,No Message,179,C,B,sender None on item None,none,MISSING,MISSING,0,NOT_APPLICABLE,NOT_APPLICABLE,no_selection_step,false,false
MedQA,No Message,181,A,B,sender None on item None,none,MISSING,MISSING,0,NOT_APPLICABLE,NOT_APPLICABLE,no_selection_step,false,false
MedQA,No Message,181,B,A,sender None on item None,none,MISSING,MISSING,0,NOT_APPLICABLE,NOT_APPLICABLE,no_selection_step,false,false
MedQA,No Message,181,B,C,sender None on item None,none,MISSING,MISSING,0,NOT_APPLICABLE,NOT_APPLICABLE,no_selection_step,false,false
MedQA,No Message,181,C,B,sender None on item None,none,MISSING,MISSING,0,NOT_APPLICABLE,NOT_APPLICABLE,no_selection_step,false,false
MedQA,No Message,203,A,B,sender None on item None,none,MISSING,MISSING,0,NOT_APPLICABLE,NOT_APPLICABLE,no_selection_step,false,false
MedQA,No Message,203,B,A,sender None on item None,none,MISSING,MISSING,0,NOT_APPLICABLE,NOT_APPLICABLE,no_selection_step,false,false
MedQA,No Message,203,B,C,sender None on item None,none,MISSING,MISSING,0,NOT_APPLICABLE,NOT_APPLICABLE,no_selection_step,false,false
MedQA,No Message,203,C,B,sender None on item None,none,MISSING,MISSING,0,NOT_APPLICABLE,NOT_APPLICABLE,no_selection_step,false,false
MedQA,No Message,211,A,B,sender None on item None,none,MISSING,MISSING,0,NOT_APPLICABLE,NOT_APPLICABLE,no_selection_step,false,false
MedQA,No Message,211,B,A,sender None on item None,none,MISSING,MISSING,0,NOT_APPLICABLE,NOT_APPLICABLE,no_selection_step,false,false
MedQA,No Message,211,B,C,sender None on item None,none,MISSING,MISSING,0,NOT_APPLICABLE,NOT_APPLICABLE,no_selection_step,false,false
MedQA,No Message,211,C,B,sender None on item None,none,MISSING,MISSING,0,NOT_APPLICABLE,NOT_APPLICABLE,no_selection_step,false,false
MedQA,No Message,217,A,C,sender None on item None,none,MISSING,MISSING,0,NOT_APPLICABLE,NOT_APPLICABLE,no_selection_step,false,false
MedQA,No Message,217,B,C,sender None on item None,none,MISSING,MISSING,0,NOT_APPLICABLE,NOT_APPLICABLE,no_selection_step,false,false
MedQA,No Message,217,C,A,sender None on item None,none,MISSING,MISSING,0,NOT_APPLICABLE,NOT_APPLICABLE,no_selection_step,false,false
MedQA,No Message,217,C,B,sender None on item None,none,MISSING,MISSING,0,NOT_APPLICABLE,NOT_APPLICABLE,no_selection_step,false,false
MedQA,No Message,230,A,B,sender None on item None,none,MISSING,MISSING,0,NOT_APPLICABLE,NOT_APPLICABLE,no_selection_step,false,false
MedQA,No Message,230,A,C,sender None on item None,none,MISSING,MISSING,0,NOT_APPLICABLE,NOT_APPLICABLE,no_selection_step,false,false
MedQA,No Message,230,B,A,sender None on item None,none,MISSING,MISSING,0,NOT_APPLICABLE,NOT_APPLICABLE,no_selection_step,false,false
MedQA,No Message,230,C,A,sender None on item None,none,MISSING,MISSING,0,NOT_APPLICABLE,NOT_APPLICABLE,no_selection_step,false,false
MedQA,No Message,237,A,B,sender None on item None,none,MISSING,MISSING,0,NOT_APPLICABLE,NOT_APPLICABLE,no_selection_step,false,false
MedQA,No Message,237,A,C,sender None on item None,none,MISSING,MISSING,0,NOT_APPLICABLE,NOT_APPLICABLE,no_selection_step,false,false
MedQA,No Message,237,B,A,sender None on item None,none,MISSING,MISSING,0,NOT_APPLICABLE,NOT_APPLICABLE,no_selection_step,false,false
MedQA,No Message,237,C,A,sender None on item None,none,MISSING,MISSING,0,NOT_APPLICABLE,NOT_APPLICABLE,no_selection_step,false,false
MedQA,No Message,242,A,B,sender None on item None,none,MISSING,MISSING,0,NOT_APPLICABLE,NOT_APPLICABLE,no_selection_step,false,false
MedQA,No Message,242,B,A,sender None on item None,none,MISSING,MISSING,0,NOT_APPLICABLE,NOT_APPLICABLE,no_selection_step,false,false
MedQA,No Message,242,B,C,sender None on item None,none,MISSING,MISSING,0,NOT_APPLICABLE,NOT_APPLICABLE,no_selection_step,false,false
MedQA,No Message,242,C,B,sender None on item None,none,MISSING,MISSING,0,NOT_APPLICABLE,NOT_APPLICABLE,no_selection_step,false,false
MedQA,No Message,244,A,B,sender None on item None,none,MISSING,MISSING,0,NOT_APPLICABLE,NOT_APPLICABLE,no_selection_step,false,false
MedQA,No Message,244,B,A,sender None on item None,none,MISSING,MISSING,0,NOT_APPLICABLE,NOT_APPLICABLE,no_selection_step,false,false
MedQA,No Message,244,B,C,sender None on item None,none,MISSING,MISSING,0,NOT_APPLICABLE,NOT_APPLICABLE,no_selection_step,false,false
MedQA,No Message,244,C,B,sender None on item None,none,MISSING,MISSING,0,NOT_APPLICABLE,NOT_APPLICABLE,no_selection_step,false,false
MedQA,No Message,246,A,C,sender None on item None,none,MISSING,MISSING,0,NOT_APPLICABLE,NOT_APPLICABLE,no_selection_step,false,false
MedQA,No Message,246,B,C,sender None on item None,none,MISSING,MISSING,0,NOT_APPLICABLE,NOT_APPLICABLE,no_selection_step,false,false
MedQA,No Message,246,C,A,sender None on item None,none,MISSING,MISSING,0,NOT_APPLICABLE,NOT_APPLICABLE,no_selection_step,false,false
MedQA,No Message,246,C,B,sender None on item None,none,MISSING,MISSING,0,NOT_APPLICABLE,NOT_APPLICABLE,no_selection_step,false,false
MedQA,No Message,251,A,C,sender None on item None,none,MISSING,MISSING,0,NOT_APPLICABLE,NOT_APPLICABLE,no_selection_step,false,false
MedQA,No Message,251,B,C,sender None on item None,none,MISSING,MISSING,0,NOT_APPLICABLE,NOT_APPLICABLE,no_selection_step,false,false
MedQA,No Message,251,C,A,sender None on item None,none,MISSING,MISSING,0,NOT_APPLICABLE,NOT_APPLICABLE,no_selection_step,false,false
MedQA,No Message,251,C,B,sender None on item None,none,MISSING,MISSING,0,NOT_APPLICABLE,NOT_APPLICABLE,no_selection_step,false,false
MedQA,No Message,253,A,B,sender None on item None,none,MISSING,MISSING,0,NOT_APPLICABLE,NOT_APPLICABLE,no_selection_step,false,false
MedQA,No Message,253,A,C,sender None on item None,none,MISSING,MISSING,0,NOT_APPLICABLE,NOT_APPLICABLE,no_selection_step,false,false
